dt,co,no,no2,o3,so2,pm2_5,pm10,nh3,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2024-05-20 02:00:00,1815.8,23.47,34.27,7.69,13.59,62.31,101.49,32.17,32.1,16.8,40.0,0.0,,321.0,1.8,,999.9,,1.0
2024-05-20 03:00:00,2403.26,34.87,52.78,20.74,15.5,72.91,114.92,33.94,34.0,18.1,39.0,0.0,,0.0,0.0,,1000.9,,1.0
2024-05-20 04:00:00,1628.88,8.94,47.98,104.43,16.45,56.06,86.11,26.35,35.1,16.4,33.0,0.0,,293.0,3.7,,1001.0,,1.0
2024-05-20 05:00:00,1441.96,3.19,33.93,220.3,18.12,75.66,105.58,25.33,40.0,14.9,23.0,0.0,,230.0,3.6,,1001.1,,1.0
2024-05-20 06:00:00,1335.14,1.27,21.59,331.88,18.84,107.91,139.33,25.08,40.5,16.0,24.0,0.0,,0.0,0.0,,1001.7,,1.0
2024-05-20 07:00:00,520.71,0.59,6.85,214.58,15.02,34.85,49.94,6.65,42.0,15.2,21.0,0.0,,230.0,3.6,,1000.7,,1.0
2024-05-20 08:00:00,393.87,0.57,5.44,181.67,10.25,22.27,35.44,3.74,42.0,15.2,21.0,0.0,,230.0,3.6,,1000.1,,1.0
2024-05-20 09:00:00,377.18,0.59,5.91,183.11,11.32,20.75,33.52,3.17,42.5,15.6,21.0,0.0,,0.0,0.0,,999.7,,1.0
2024-05-20 10:00:00,403.88,0.73,8.14,183.11,13.83,20.62,33.38,3.51,43.0,15.2,20.0,0.0,,230.0,3.6,,999.0,,1.0
2024-05-20 11:00:00,473.98,1.01,12.68,178.81,15.26,20.99,34.46,4.62,43.0,14.4,19.0,0.0,,310.0,7.6,,998.2,,1.0
2024-05-20 12:00:00,567.44,1.23,19.71,163.08,16.45,20.88,35.34,5.51,42.5,14.0,19.0,0.0,,310.0,7.6,,997.6,,1.0
2024-05-20 13:00:00,1081.47,1.87,51.41,111.58,18.12,26.1,44.35,9.63,42.0,15.2,21.0,0.0,,310.0,3.6,,997.7,,1.0
2024-05-20 14:00:00,1642.23,0.39,83.63,56.51,21.7,36.36,61.88,15.96,41.0,15.1,22.0,0.0,,310.0,3.6,,998.0,,1.0
2024-05-20 15:00:00,1842.5,0.01,89.11,28.25,21.22,44.66,77.51,20.77,39.5,14.5,23.0,0.0,,0.0,0.0,,998.5,,1.0
2024-05-20 16:00:00,1869.2,0.17,81.57,16.45,18.12,50.37,88.58,23.81,36.8,15.9,29.0,0.0,,312.0,3.7,,998.8,,1.0
2024-05-20 17:00:00,1815.8,0.87,68.55,8.76,15.74,55.23,98.91,26.35,37.0,13.7,25.0,0.0,,310.0,7.6,,999.1,,1.0
2024-05-20 18:00:00,1575.47,1.63,52.78,5.45,12.87,53.56,100.37,28.12,36.0,13.5,26.0,0.0,,310.0,7.6,,999.8,,1.0
2024-05-20 19:00:00,1241.68,0.52,41.13,10.28,10.01,45.43,87.5,28.63,35.0,13.2,27.0,0.0,,310.0,7.6,,999.5,,1.0
2024-05-20 20:00:00,1028.06,0.05,30.16,19.49,8.7,40.19,76.9,29.64,34.0,14.0,30.0,0.0,,310.0,7.6,,999.5,,1.0
2024-05-20 21:00:00,947.95,0.0,23.31,26.46,8.11,38.82,71.28,30.91,33.0,11.0,26.0,0.0,,310.0,7.6,,999.9,,1.0
2024-05-20 22:00:00,934.6,0.0,21.25,28.61,8.11,38.93,68.42,31.41,33.0,14.1,32.0,0.0,,317.0,3.7,,999.6,,1.0
2024-05-20 23:00:00,947.95,0.0,21.25,28.97,8.46,38.97,65.78,29.64,32.0,12.3,30.0,0.0,,310.0,7.6,,999.7,,1.0
2024-05-21 00:00:00,974.66,0.0,22.28,30.04,8.94,38.79,62.41,25.59,31.5,10.8,28.0,0.0,,50.0,7.6,,1000.5,,1.0
2024-05-21 01:00:00,974.66,0.17,23.99,36.12,9.78,36.56,56.62,20.77,32.0,12.3,30.0,0.0,,50.0,7.6,,1000.3,,1.0
2024-05-21 02:00:00,1214.98,3.74,33.93,42.2,12.4,40.45,61.49,20.52,33.0,13.1,30.0,0.0,,50.0,7.6,,1000.9,,1.0
2024-05-21 03:00:00,1495.36,8.16,45.24,68.66,14.54,45.59,68.55,20.77,34.0,12.4,27.0,0.0,,50.0,7.6,,1002.0,,1.0
2024-05-21 04:00:00,1201.63,4.41,33.93,134.47,15.14,42.02,61.48,17.23,36.0,15.2,29.0,0.0,,0.0,0.0,,1001.9,,1.0
2024-05-21 05:00:00,1108.17,2.32,25.36,211.72,15.5,51.94,71.28,16.47,37.0,14.9,27.0,0.0,,0.0,0.0,,1001.9,,1.0
2024-05-21 06:00:00,961.3,1.19,16.79,277.52,16.21,62.17,80.43,15.2,39.0,16.0,26.0,0.0,,0.0,0.0,,1001.7,,1.0
2024-05-21 07:00:00,453.95,0.61,6.17,191.69,11.32,25.5,37.87,5.32,40.9,13.5,20.0,0.0,,291.0,7.4,,1001.3,,1.0
2024-05-21 08:00:00,373.84,0.58,5.27,171.66,8.94,18.71,33.24,3.48,42.0,14.4,20.0,0.0,,230.0,7.6,,1000.7,,1.0
2024-05-21 09:00:00,363.83,0.61,5.74,171.66,10.01,18.7,35.4,3.23,42.5,14.0,19.0,0.0,,310.0,7.6,,999.8,,1.0
2024-05-21 10:00:00,403.88,0.79,8.05,175.95,11.92,20.02,38.59,3.7,43.1,12.8,17.0,0.0,,290.0,7.4,,999.3,,1.0
2024-05-21 11:00:00,494.0,1.15,13.54,175.95,14.31,21.73,42.19,4.81,43.1,12.8,17.0,0.0,,285.0,5.5,,998.5,,1.0
2024-05-21 12:00:00,607.49,1.47,22.28,158.79,16.21,22.03,44.28,5.76,42.0,11.0,16.0,0.0,,310.0,7.6,,998.3,,1.0
2024-05-21 13:00:00,841.14,1.29,39.07,125.89,17.17,23.45,48.4,7.66,42.0,11.0,16.0,0.0,,310.0,3.6,,997.9,,1.0
2024-05-21 14:00:00,1108.17,0.18,55.52,92.98,19.55,27.74,56.08,10.89,40.0,12.8,20.0,0.0,,0.0,0.0,,998.1,,1.0
2024-05-21 15:00:00,1214.98,0.0,56.21,80.82,20.27,31.86,62.75,13.43,38.5,13.7,23.0,0.0,,0.0,0.0,,999.3,,1.0
2024-05-21 16:00:00,1174.93,0.0,50.04,89.41,20.74,34.53,66.0,14.19,36.7,14.7,27.0,0.0,,307.0,1.8,,999.0,,1.0
2024-05-21 17:00:00,1134.87,0.0,43.87,94.41,19.55,36.62,68.44,15.07,35.6,14.8,29.0,0.0,,297.0,1.8,,999.3,,1.0
2024-05-21 18:00:00,1081.47,0.0,39.76,89.41,15.97,36.27,68.09,15.83,34.5,16.8,35.0,0.0,,0.0,0.0,,1000.7,,1.0
2024-05-21 19:00:00,1094.82,0.0,40.78,68.66,12.04,35.43,66.42,16.72,34.0,15.9,34.0,0.0,,50.0,3.6,,999.5,,1.0
2024-05-21 20:00:00,1134.87,0.0,40.78,48.64,10.49,36.93,66.87,17.73,32.0,17.1,41.0,0.0,,0.0,0.0,,999.4,,1.0
2024-05-21 21:00:00,1148.22,0.0,36.67,36.84,9.89,39.96,69.19,19.0,30.5,17.2,45.0,0.0,,50.0,3.6,,999.7,,1.0
2024-05-21 22:00:00,1174.93,0.0,34.27,28.61,9.89,43.43,72.66,20.52,31.9,16.6,40.0,0.0,,332.0,0.0,,1000.2,,1.0
2024-05-21 23:00:00,1228.33,0.01,34.62,21.46,10.61,47.48,77.4,23.56,31.0,16.6,42.0,0.0,,357.0,0.0,,1000.3,,1.0
2024-05-22 00:00:00,1375.2,0.16,40.1,12.87,12.28,54.13,85.8,28.12,29.5,18.0,50.0,0.0,,0.0,0.0,,1001.1,,1.0
2024-05-22 01:00:00,1655.58,3.38,47.98,5.1,14.78,64.18,99.22,39.01,31.1,16.7,42.0,0.0,,52.0,1.8,,1000.9,,1.0
2024-05-22 02:00:00,2349.85,23.02,53.47,11.27,19.07,85.36,127.62,52.18,32.1,16.4,39.0,0.0,,46.0,1.8,,1001.4,,1.0
2024-05-22 03:00:00,3257.75,39.79,80.2,25.75,23.84,113.6,162.49,62.82,35.0,15.4,31.0,0.0,,0.0,0.0,,1002.1,,1.0
2024-05-22 04:00:00,2830.51,15.87,87.05,104.43,25.99,120.9,164.44,60.29,37.0,17.1,31.0,0.0,,130.0,7.6,,1001.9,,1.0
2024-05-22 05:00:00,2616.88,5.64,69.23,257.49,28.61,161.38,202.02,52.18,38.0,17.9,31.0,0.0,,130.0,7.6,,1001.9,,1.0
2024-05-22 06:00:00,2403.26,1.84,40.1,440.6,30.52,219.46,258.12,47.12,39.0,18.8,31.0,0.0,,130.0,3.6,,1002.0,,1.0
2024-05-22 07:00:00,821.11,0.71,11.31,297.55,30.28,76.27,97.05,12.54,41.0,18.9,28.0,0.0,,0.0,0.0,,1001.2,,1.0
2024-05-22 08:00:00,587.46,0.68,9.17,254.63,25.51,48.4,65.21,6.21,41.0,18.9,28.0,0.0,,0.0,0.0,,1000.6,,1.0
2024-05-22 09:00:00,574.11,0.65,9.6,263.21,24.56,46.76,62.16,5.07,42.0,17.9,25.0,0.0,,0.0,0.0,,999.7,,1.0
2024-05-22 10:00:00,560.76,0.63,10.28,263.21,20.5,43.16,58.13,4.75,43.0,15.2,20.0,0.0,,90.0,3.6,,999.2,,1.0
2024-05-22 11:00:00,574.11,0.72,13.37,251.77,20.98,39.43,54.43,5.07,43.0,15.2,20.0,0.0,,90.0,3.6,,998.3,,1.0
2024-05-22 12:00:00,614.17,0.78,20.05,231.74,24.56,36.34,51.28,5.45,42.5,15.6,21.0,0.0,,0.0,0.0,,997.6,,1.0
2024-05-22 13:00:00,1482.01,1.54,77.46,154.5,30.04,46.33,66.22,11.78,42.0,15.2,21.0,0.0,,0.0,0.0,,997.6,,1.0
2024-05-22 14:00:00,2590.18,0.36,142.57,57.94,38.62,65.19,94.97,20.77,40.0,16.9,26.0,0.0,,0.0,0.0,,997.7,,1.0
2024-05-22 15:00:00,3204.35,5.59,163.14,5.45,43.39,80.52,120.31,28.37,37.0,18.1,33.0,0.0,,0.0,0.0,,998.1,,1.0
2024-05-22 16:00:00,3417.97,21.01,145.32,0.01,41.01,90.76,137.65,33.44,37.0,17.1,31.0,0.0,,0.0,0.0,,998.3,,1.0
2024-05-22 17:00:00,3177.64,21.9,123.38,0.01,31.47,90.27,138.44,32.42,36.0,18.1,35.0,0.0,,0.0,0.0,,998.6,,1.0
2024-05-22 18:00:00,2643.59,14.31,102.82,0.16,20.5,77.52,120.04,28.12,35.0,17.3,35.0,0.0,,0.0,0.0,,999.3,,1.0
2024-05-22 19:00:00,2002.72,2.88,86.37,3.89,12.64,57.04,89.19,21.28,34.0,16.8,36.0,0.0,,50.0,3.6,,998.7,,1.0
2024-05-22 20:00:00,1548.77,0.17,63.75,14.84,9.42,45.47,70.93,17.99,33.0,18.0,41.0,0.0,,0.0,0.0,,998.6,,1.0
2024-05-22 21:00:00,1295.09,0.0,46.61,24.32,8.46,41.53,64.61,17.48,32.5,17.9,42.0,0.0,,0.0,0.0,,998.5,,1.0
2024-05-22 22:00:00,1188.28,0.0,37.7,27.54,8.34,41.78,64.27,18.75,32.0,17.9,43.0,0.0,,0.0,0.0,,998.8,,1.0
2024-05-22 23:00:00,1281.74,0.0,39.07,24.68,9.89,46.91,68.53,20.01,31.3,17.6,44.0,0.0,,129.0,1.8,,999.1,,1.0
2024-05-23 00:00:00,1562.12,0.01,49.35,20.03,12.76,56.38,76.54,23.81,30.5,18.3,48.0,0.0,,310.0,3.6,,999.3,,1.0
2024-05-23 01:00:00,1628.88,0.25,47.98,41.84,13.95,55.53,73.71,24.57,31.0,18.0,46.0,0.0,,0.0,0.0,,1000.0,,1.0
2024-05-23 02:00:00,2082.82,3.69,51.41,59.37,17.64,67.97,88.43,27.36,32.0,17.9,43.0,0.0,,310.0,3.6,,1000.7,,1.0
2024-05-23 03:00:00,2296.45,6.03,53.47,100.14,23.84,81.59,104.03,29.89,33.0,18.4,42.0,0.0,,230.0,7.6,,1001.1,,1.0
2024-05-23 04:00:00,1482.01,2.51,28.45,183.11,28.13,72.49,91.9,23.81,38.0,15.8,27.0,0.0,,130.0,7.6,,1001.4,,1.0
2024-05-23 05:00:00,1081.47,1.15,15.94,246.05,27.18,78.23,96.6,21.53,36.0,18.1,35.0,0.0,,130.0,7.6,,1001.4,,1.0
2024-05-23 06:00:00,907.9,0.75,11.31,277.52,24.08,83.11,101.83,21.03,37.5,19.9,36.0,0.0,,130.0,7.6,,1002.1,,1.0
2024-05-23 07:00:00,547.41,0.51,6.34,226.02,17.17,50.4,65.86,10.89,39.0,23.0,40.0,0.0,,130.0,7.6,,1000.7,,1.0
2024-05-23 08:00:00,460.62,0.52,6.08,208.85,14.31,36.99,50.72,7.09,40.0,21.2,34.0,0.0,,90.0,7.6,,999.9,,1.0
2024-05-23 09:00:00,453.95,0.52,6.94,211.72,15.5,35.17,48.73,6.14,40.0,21.2,34.0,0.0,,90.0,7.6,,1000.2,,1.0
2024-05-23 10:00:00,467.3,0.55,8.4,217.44,17.4,35.39,49.15,5.51,41.0,21.0,32.0,0.0,,0.0,0.0,,998.9,,1.0
2024-05-23 11:00:00,487.33,0.54,10.02,220.3,17.88,36.35,50.58,5.26,40.0,21.2,34.0,0.0,,0.0,0.0,,997.9,,1.0
2024-05-23 12:00:00,514.03,0.44,12.0,211.72,15.97,36.42,51.14,5.26,41.0,20.5,31.0,0.0,,0.0,0.0,,998.4,,1.0
2024-05-23 13:00:00,1201.63,0.91,54.15,144.48,15.74,45.9,65.42,10.77,40.0,21.2,34.0,0.0,,0.0,0.0,,997.3,,1.0
2024-05-23 14:00:00,2002.72,0.16,93.22,65.09,17.64,62.05,90.54,18.75,39.0,21.2,36.0,0.0,,0.0,0.0,,997.5,,1.0
2024-05-23 15:00:00,2563.48,0.13,108.3,23.6,21.22,79.18,117.44,26.35,37.5,23.6,45.0,0.0,,0.0,0.0,,998.4,,1.0
2024-05-23 16:00:00,2830.51,1.73,113.79,5.81,24.08,93.84,140.61,32.93,37.0,24.2,48.0,0.0,,0.0,0.0,,998.7,,1.0
2024-05-23 17:00:00,2696.99,2.77,102.82,3.35,24.08,101.17,152.82,36.98,35.0,19.4,40.0,0.0,,47.0,1.8,,998.8,,1.0
2024-05-23 18:00:00,2323.15,1.69,89.11,5.5,21.93,99.09,150.98,38.5,34.5,21.6,47.0,0.0,,0.0,0.0,,999.1,,1.0
2024-05-23 19:00:00,1976.01,0.24,79.51,13.95,20.74,90.16,135.07,40.53,34.0,22.1,50.0,0.0,,0.0,0.0,,998.7,,1.0
2024-05-23 20:00:00,1895.9,0.0,79.51,26.82,23.13,88.65,126.8,45.09,33.0,19.1,44.0,0.0,,111.0,1.8,,998.6,,1.0
2024-05-23 21:00:00,2029.42,0.0,78.14,34.69,26.7,96.96,131.5,47.62,33.5,22.0,51.0,0.0,,0.0,0.0,,998.2,,1.0
2024-05-23 22:00:00,2189.64,0.0,74.03,34.33,29.8,110.53,143.44,50.16,33.0,22.2,53.0,0.0,,0.0,0.0,,999.0,,1.0
2024-05-23 23:00:00,2109.53,0.0,62.38,33.97,29.56,115.56,147.66,55.22,31.2,20.5,53.0,0.0,,148.0,1.8,,999.3,,1.0
2024-05-24 00:00:00,1869.2,0.0,47.98,31.47,24.56,109.78,140.35,60.29,32.5,21.4,52.0,0.0,,0.0,0.0,,999.7,,1.0
2024-05-24 01:00:00,1668.93,0.29,40.1,22.35,15.74,95.0,123.71,52.18,31.2,20.2,52.0,0.0,,133.0,1.8,,1000.2,,1.0
2024-05-24 02:00:00,1922.61,6.98,47.98,20.74,13.95,97.93,128.86,47.62,31.0,22.1,59.0,0.0,,130.0,7.6,,1000.8,,1.0
2024-05-24 03:00:00,2243.04,13.41,60.32,45.06,15.02,105.34,136.51,44.08,32.0,23.5,61.0,0.0,,130.0,7.6,,1001.9,,1.0
2024-05-24 04:00:00,1281.74,2.99,30.16,150.2,15.97,85.08,107.19,31.41,34.0,23.1,53.0,0.0,,130.0,3.6,,1001.6,,1.0
2024-05-24 05:00:00,1148.22,1.49,20.05,226.02,19.07,99.51,120.82,31.16,35.0,23.0,50.0,0.0,,130.0,3.6,,1001.6,,1.0
2024-05-24 06:00:00,1174.93,0.96,16.28,297.55,24.08,126.98,148.65,32.17,36.5,22.3,44.0,0.0,,130.0,3.6,,1002.7,,1.0
2024-05-24 07:00:00,700.95,0.59,8.74,257.49,23.6,82.22,100.52,15.33,39.0,23.0,40.0,0.0,,50.0,3.6,,1000.8,,1.0
2024-05-24 08:00:00,567.44,0.54,8.05,237.46,21.7,61.71,81.19,9.63,40.0,22.1,36.0,0.0,,130.0,7.6,,1000.1,,1.0
2024-05-24 09:00:00,540.73,0.52,8.91,237.46,21.7,57.84,78.33,8.23,40.5,22.1,35.0,0.0,,130.0,3.6,,1000.0,,1.0
2024-05-24 10:00:00,534.06,0.5,9.6,234.6,20.27,55.68,76.64,7.73,41.0,21.0,32.0,0.0,,130.0,3.6,,999.5,,1.0
2024-05-24 11:00:00,540.73,0.43,10.11,226.02,18.12,55.27,76.75,7.66,42.0,20.3,29.0,0.0,,0.0,0.0,,998.6,,1.0
2024-05-24 12:00:00,554.08,0.31,11.14,217.44,16.69,55.3,77.36,7.66,41.5,20.4,30.0,0.0,,0.0,0.0,,997.4,,1.0
2024-05-24 13:00:00,1201.63,0.66,51.41,150.2,16.45,63.82,90.07,12.54,39.7,19.4,31.0,0.0,,13.0,3.7,,997.9,,1.0
2024-05-24 14:00:00,1869.2,0.12,85.0,75.1,17.64,78.42,112.35,19.25,38.4,19.3,33.0,0.0,,2.0,3.7,,998.1,,1.0
2024-05-24 15:00:00,2243.04,0.0,93.22,42.2,19.79,91.55,133.05,24.57,39.0,19.8,33.0,0.0,,130.0,22.3,,998.1,,1.0
2024-05-24 16:00:00,2403.26,0.0,91.85,33.62,21.46,101.11,147.61,28.12,28.0,19.0,58.0,0.0,,50.0,29.5,,998.7,,1.0
2024-05-24 17:00:00,2563.48,0.0,93.22,29.68,23.13,108.8,157.75,31.41,29.0,15.9,45.0,0.0,,50.0,18.4,,999.0,,1.0
2024-05-24 18:00:00,2830.51,0.03,100.08,22.17,25.75,114.94,164.0,33.94,29.5,16.0,44.0,0.0,,50.0,11.2,,1000.8,,1.0
2024-05-24 19:00:00,2937.32,0.02,102.82,21.82,26.94,112.04,156.45,30.4,30.0,17.1,46.0,0.0,,50.0,14.8,,999.1,,1.0
2024-05-24 20:00:00,2510.07,0.0,77.46,33.62,22.89,98.48,137.18,21.79,29.0,15.9,45.0,0.0,,50.0,7.6,,999.0,,1.0
2024-05-24 21:00:00,1842.5,0.0,49.35,45.78,18.84,82.66,117.63,16.21,29.5,17.0,47.0,0.0,,90.0,7.6,,999.7,,1.0
2024-05-24 22:00:00,1321.79,0.0,33.24,49.35,20.98,69.41,102.18,14.82,29.0,15.9,45.0,0.0,,90.0,7.6,,999.5,,1.0
2024-05-24 23:00:00,1094.82,0.0,27.42,47.21,27.42,63.75,95.11,16.21,29.0,15.9,45.0,0.0,,90.0,7.6,,999.3,,1.0
2024-05-25 00:00:00,1068.12,0.0,27.08,41.13,29.33,62.53,92.61,18.24,27.5,16.5,51.0,0.0,,50.0,11.2,,1002.2,,1.0
2024-05-25 01:00:00,1121.52,0.15,30.5,34.33,25.03,62.71,92.21,20.01,27.0,18.0,58.0,0.0,,90.0,7.6,,999.5,,1.0
2024-05-25 02:00:00,1482.01,4.86,41.81,30.04,20.27,68.53,100.36,23.05,29.0,19.0,55.0,0.0,,0.0,0.0,,1000.0,,1.0
2024-05-25 03:00:00,1815.8,11.51,53.47,50.78,17.4,71.95,105.99,24.83,31.0,17.0,43.0,0.0,,50.0,7.6,,1002.4,,1.0
2024-05-25 04:00:00,1188.28,3.8,31.19,131.61,18.6,55.44,86.59,19.76,34.4,16.7,35.0,0.0,,322.0,3.7,,1001.8,,1.0
2024-05-25 05:00:00,1001.36,1.79,19.88,200.27,20.74,61.03,92.31,18.49,36.9,17.0,31.0,0.0,,306.0,3.7,,1001.3,,1.0
2024-05-25 06:00:00,834.47,0.83,11.65,248.91,21.22,67.75,98.33,17.48,37.0,17.1,31.0,0.0,,0.0,0.0,,1001.5,,1.0
2024-05-25 07:00:00,460.62,0.45,5.01,194.55,12.64,36.55,65.24,7.47,40.4,17.2,26.0,0.0,,291.0,5.5,,1000.1,,1.0
2024-05-25 08:00:00,367.16,0.42,3.94,168.8,8.34,27.94,60.16,4.69,41.5,16.9,24.0,0.0,,286.0,7.4,,999.2,,1.0
2024-05-25 09:00:00,340.46,0.43,3.9,158.79,6.97,25.26,60.76,3.89,41.5,14.0,20.0,0.0,,310.0,7.6,,998.8,,1.0
2024-05-25 10:00:00,350.48,0.53,5.18,155.93,7.63,25.21,61.25,3.93,42.0,14.4,20.0,0.0,,310.0,3.6,,998.3,,1.0
2024-05-25 11:00:00,413.89,0.75,8.83,163.08,10.37,27.25,63.35,4.75,42.0,14.4,20.0,0.0,,230.0,7.6,,997.3,,1.0
2024-05-25 12:00:00,500.68,0.94,15.25,158.79,12.99,28.8,64.49,5.51,41.5,14.0,20.0,0.0,,230.0,7.6,,996.6,,1.0
2024-05-25 13:00:00,774.38,0.99,34.27,128.75,14.54,32.18,68.04,7.92,41.0,15.1,22.0,0.0,,310.0,7.6,,996.3,,1.0
2024-05-25 14:00:00,1054.76,0.15,49.35,92.98,15.02,37.67,75.55,11.78,39.0,14.8,24.0,0.0,,310.0,3.6,,996.3,,1.0
2024-05-25 15:00:00,1148.22,0.0,47.98,70.81,12.64,42.41,82.74,15.45,37.5,15.3,27.0,0.0,,0.0,0.0,,996.9,,1.0
2024-05-25 16:00:00,1255.04,0.0,48.67,52.93,11.32,48.27,91.85,19.51,37.0,16.0,29.0,0.0,,0.0,0.0,,996.8,,1.0
2024-05-25 17:00:00,1415.25,0.0,52.78,34.69,11.44,54.19,102.19,23.05,36.0,17.2,33.0,0.0,,267.0,1.8,,997.1,,1.0
2024-05-25 18:00:00,1415.25,0.02,51.41,23.6,10.85,54.45,104.31,23.81,34.5,16.8,35.0,0.0,,0.0,0.0,,998.0,,1.0
2024-05-25 19:00:00,1281.74,0.03,45.24,21.64,9.54,49.06,96.11,21.28,34.0,16.8,36.0,0.0,,0.0,0.0,,997.2,,1.0
2024-05-25 20:00:00,1201.63,0.01,39.07,21.28,9.06,46.86,90.18,19.25,33.0,17.2,39.0,0.0,,310.0,7.6,,997.1,,1.0
2024-05-25 21:00:00,1148.22,0.01,34.27,20.38,8.82,47.51,88.49,18.24,32.5,16.8,39.0,0.0,,310.0,3.6,,997.3,,1.0
2024-05-25 22:00:00,1081.47,0.01,30.85,19.67,8.23,47.63,87.22,17.73,32.0,15.9,38.0,0.0,,0.0,0.0,,997.6,,1.0
2024-05-25 23:00:00,988.01,0.01,27.08,20.21,7.51,46.97,85.63,18.49,32.0,17.1,41.0,0.0,,0.0,0.0,,997.6,,1.0
2024-05-26 00:00:00,974.66,0.03,26.39,18.78,7.27,47.16,84.88,20.01,31.0,17.0,43.0,0.0,,0.0,0.0,,997.9,,1.0
2024-05-26 01:00:00,1041.41,0.8,29.13,13.77,7.33,48.09,85.57,22.55,32.0,17.1,41.0,0.0,,0.0,0.0,,997.8,,1.0
2024-05-26 02:00:00,1348.5,10.17,32.9,15.74,8.7,54.31,93.63,26.09,33.0,17.2,39.0,0.0,,310.0,3.6,,998.2,,1.0
2024-05-26 03:00:00,1655.58,16.32,42.84,33.62,10.13,60.18,101.35,28.37,35.0,17.3,35.0,0.0,,310.0,3.6,,998.6,,1.0
2024-05-26 04:00:00,961.3,3.27,25.02,130.18,11.09,43.21,77.97,19.76,38.0,15.8,27.0,0.0,,334.0,3.7,,998.8,,1.0
2024-05-26 05:00:00,854.49,1.44,16.45,203.13,12.64,52.66,86.82,19.0,38.5,16.2,27.0,0.0,,323.0,3.7,,998.7,,1.0
2024-05-26 06:00:00,801.09,0.8,11.31,254.63,14.31,61.92,94.91,16.97,40.5,14.7,22.0,0.0,,320.0,3.6,,998.0,,1.0
2024-05-26 07:00:00,427.25,0.43,4.67,191.69,10.97,31.59,57.55,5.7,42.0,14.4,20.0,0.0,,320.0,3.6,,997.8,,1.0
2024-05-26 08:00:00,363.83,0.42,4.11,177.38,8.23,26.45,54.04,3.58,43.0,12.7,17.0,0.0,,320.0,7.6,,997.0,,1.0
2024-05-26 09:00:00,363.83,0.45,4.58,178.81,8.46,27.43,56.95,3.42,43.5,12.2,16.0,0.0,,320.0,7.6,,996.3,,1.0
2024-05-26 10:00:00,427.25,0.66,7.71,188.83,10.13,30.41,60.66,4.24,43.4,13.9,18.0,0.0,,294.0,7.4,,995.5,,1.0
2024-05-26 11:00:00,580.79,1.03,14.91,200.27,12.64,35.26,65.89,5.89,43.6,14.1,18.0,0.0,,292.0,5.5,,994.7,,1.0
2024-05-26 12:00:00,767.71,1.31,26.73,191.69,15.74,38.65,70.07,7.35,43.5,12.2,16.0,0.0,,270.0,7.6,,994.0,,1.0
2024-05-26 13:00:00,1375.2,1.68,64.43,137.33,18.36,45.81,80.14,11.65,42.3,14.7,20.0,0.0,,289.0,5.5,,993.8,,1.0
2024-05-26 14:00:00,1949.31,0.33,95.96,69.38,21.22,55.46,95.26,17.48,40.7,14.8,22.0,0.0,,288.0,5.5,,993.7,,1.0
2024-05-26 15:00:00,2056.12,0.0,93.22,33.26,23.37,60.95,106.81,22.29,39.5,14.5,23.0,0.0,,0.0,0.0,,994.5,,1.0
2024-05-26 16:00:00,1869.2,0.01,78.83,22.53,21.93,61.32,110.9,24.57,38.1,15.3,26.0,0.0,,291.0,3.7,,994.3,,1.0
2024-05-26 17:00:00,1548.77,0.01,58.26,24.32,16.93,56.58,106.39,23.56,36.9,15.9,29.0,0.0,,300.0,3.7,,994.6,,1.0
2024-05-26 18:00:00,1241.68,0.0,40.78,32.54,11.21,49.35,95.89,22.55,35.0,17.3,35.0,0.0,,0.0,0.0,,995.2,,1.0
2024-05-26 19:00:00,1014.71,0.0,30.16,44.7,7.99,42.18,79.85,19.76,35.1,16.4,33.0,0.0,,305.0,1.8,,994.7,,1.0
2024-05-26 20:00:00,934.6,0.0,26.05,45.06,7.75,38.46,68.64,18.49,34.5,16.8,35.0,0.0,,296.0,1.8,,994.6,,1.0
2024-05-26 21:00:00,854.49,0.0,21.25,48.64,7.99,35.55,61.05,18.24,32.5,17.9,42.0,0.0,,0.0,0.0,,994.2,,1.0
2024-05-26 22:00:00,787.73,0.0,17.31,52.93,7.63,32.31,55.11,17.99,32.6,17.3,40.0,0.0,,273.0,1.8,,994.7,,1.0
2024-05-26 23:00:00,720.98,0.0,15.59,58.65,7.39,29.53,50.33,17.23,31.7,17.2,42.0,0.0,,292.0,1.8,,994.7,,1.0
2024-05-27 00:00:00,700.95,0.0,16.11,62.23,7.45,28.1,47.62,16.47,30.5,18.3,48.0,0.0,,0.0,0.0,,994.8,,1.0
2024-05-27 01:00:00,741.0,0.16,19.71,62.23,7.99,28.45,47.73,16.72,32.0,16.7,40.0,0.0,,305.0,1.8,,995.0,,1.0
2024-05-27 02:00:00,1068.12,3.58,32.9,56.51,10.13,35.02,57.97,20.01,33.2,16.1,36.0,0.0,,313.0,1.8,,995.4,,1.0
2024-05-27 03:00:00,1388.55,8.83,44.55,70.1,12.28,40.79,66.82,21.53,34.0,16.8,36.0,0.0,,0.0,0.0,,995.9,,1.0
2024-05-27 04:00:00,1001.36,3.91,28.79,137.33,13.11,32.7,52.84,16.47,39.0,11.2,19.0,0.0,,0.0,0.0,,995.7,,1.0
2024-05-27 05:00:00,934.6,2.04,20.91,205.99,14.54,42.05,61.14,15.83,38.9,15.3,25.0,0.0,,297.0,3.7,,995.6,,1.0
