dt,co,no,no2,o3,so2,pm2_5,pm10,nh3,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2024-04-16 20:00:00,1188.28,0.0,33.93,38.98,4.53,42.13,61.63,19.76,24.0,15.0,57.0,0.0,,0.0,0.0,,1010.2,,1.0
2024-04-16 21:00:00,1094.82,0.0,27.08,41.48,4.23,43.4,61.08,16.72,23.0,14.6,59.0,0.0,,0.0,0.0,,1009.6,,1.0
2024-04-16 22:00:00,1068.12,0.0,22.96,40.41,4.17,47.19,64.16,14.95,23.0,15.1,61.0,0.0,,0.0,0.0,,1009.5,,1.0
2024-04-16 23:00:00,1121.52,0.0,22.96,34.33,4.35,54.08,71.96,12.92,22.0,14.1,61.0,0.0,,0.0,0.0,,1009.3,,1.0
2024-04-17 00:00:00,1241.68,0.04,26.39,23.6,4.59,61.66,80.7,11.4,21.0,14.2,65.0,0.0,,0.0,0.0,,1008.4,,1.0
2024-04-17 01:00:00,1401.9,0.68,31.87,11.44,5.13,68.25,88.97,12.41,21.0,15.1,69.0,0.0,,0.0,0.0,,1009.2,,1.0
2024-04-17 02:00:00,1869.2,13.52,35.99,8.14,7.51,83.36,109.58,19.0,21.0,13.9,64.0,0.0,,0.0,0.0,,1009.3,,1.0
2024-04-17 03:00:00,2456.67,30.4,46.61,19.13,10.49,102.18,134.07,25.84,23.0,14.6,59.0,0.0,,0.0,0.0,,1009.3,,1.0
2024-04-17 04:00:00,2243.04,16.76,55.52,68.66,13.11,101.39,129.92,25.59,27.0,14.1,45.0,0.0,,0.0,0.0,,1009.4,,1.0
2024-04-17 05:00:00,2162.93,8.16,51.41,155.93,15.14,121.11,152.02,25.59,29.0,14.0,40.0,0.0,,0.0,0.0,,1009.6,,1.0
2024-04-17 06:00:00,1976.01,3.05,33.59,277.52,17.64,146.62,177.99,24.07,30.0,13.3,36.0,0.0,,0.0,0.0,,1010.0,,1.0
2024-04-17 07:00:00,921.25,1.03,11.65,254.63,28.13,62.13,74.49,11.27,31.0,12.9,33.0,0.0,,0.0,0.0,,1009.1,,1.0
2024-04-17 08:00:00,727.65,0.89,9.6,246.05,29.33,47.06,55.26,7.92,31.6,12.4,31.0,0.0,,267.0,7.4,,1008.5,,2.0
2024-04-17 09:00:00,680.92,0.87,9.77,240.33,28.13,40.83,47.85,7.28,33.5,10.2,24.0,0.0,,180.0,7.6,,1007.6,,2.0
2024-04-17 10:00:00,674.25,0.89,12.0,214.58,21.93,33.71,40.26,7.92,33.0,11.0,26.0,0.0,,270.0,7.6,,1007.6,,1.0
2024-04-17 11:00:00,781.06,1.06,19.71,178.81,16.45,29.94,37.25,9.88,31.8,11.6,29.0,0.0,,258.0,5.5,,1007.0,,1.0
2024-04-17 12:00:00,921.25,0.96,31.19,147.34,14.19,26.89,34.91,10.89,32.0,6.2,20.0,0.0,,230.0,11.2,,1006.7,,2.0
2024-04-17 13:00:00,2056.12,1.87,95.96,67.95,15.74,45.52,61.29,19.76,31.0,8.1,24.0,0.0,,230.0,11.2,,1006.8,,2.0
2024-04-17 14:00:00,3524.78,13.52,148.06,3.04,20.03,82.87,113.95,32.93,30.0,7.8,25.0,0.0,,270.0,11.2,,1007.1,,3.0
2024-04-17 15:00:00,4165.65,33.97,135.72,0.0,22.89,116.62,164.98,46.1,29.5,13.7,38.0,0.0,,230.0,7.6,,1007.5,,3.0
2024-04-17 16:00:00,4486.08,46.49,123.38,0.0,25.27,145.87,210.09,59.78,29.0,12.0,35.0,0.0,,0.0,0.0,,1007.7,,3.0
2024-04-17 17:00:00,4806.52,58.11,113.79,0.0,27.42,176.3,252.59,70.93,28.0,13.9,42.0,0.0,,0.0,0.0,,1008.0,,3.0
2024-04-17 18:00:00,4806.52,60.8,102.82,0.0,27.66,191.5,273.3,78.02,26.5,13.9,46.0,0.0,,0.0,0.0,,1008.8,,3.0
2024-04-17 19:00:00,4592.9,56.33,98.71,0.0,27.66,190.39,266.57,84.1,26.0,14.1,48.0,0.0,,0.0,0.0,,1008.1,,3.0
2024-04-17 20:00:00,4966.74,59.01,111.04,0.0,31.47,210.04,280.7,98.29,25.0,14.2,51.0,0.0,,0.0,0.0,,1007.8,,3.0
2024-04-17 21:00:00,5821.23,64.37,131.61,0.0,34.81,247.52,314.57,109.43,25.0,13.2,48.0,0.0,,230.0,7.6,,1007.3,,3.0
2024-04-17 22:00:00,6462.1,68.84,143.95,0.0,36.24,274.88,338.33,110.45,26.0,13.2,45.0,0.0,,230.0,7.6,,1007.6,,2.0
2024-04-17 23:00:00,6408.69,70.63,135.72,0.0,35.29,279.41,342.08,103.35,26.0,13.2,45.0,0.0,,0.0,0.0,,1007.4,,2.0
2024-04-18 00:00:00,5020.14,49.62,105.56,0.0,24.8,229.42,288.94,83.09,25.5,15.8,55.0,0.0,,0.0,0.0,,1006.1,,3.0
2024-04-18 01:00:00,2216.34,3.19,59.63,7.42,9.78,109.75,146.75,49.14,25.0,15.0,54.0,0.0,,0.0,0.0,,1007.6,,3.0
2024-04-18 02:00:00,1401.9,1.16,35.3,26.46,8.11,70.77,98.25,35.46,26.0,17.1,58.0,0.3,,0.0,0.0,,1008.0,,3.0
2024-04-18 03:00:00,1321.79,4.47,33.93,49.35,10.49,59.86,81.75,25.08,27.5,15.2,47.0,0.6,,0.0,0.0,,1007.5,,3.0
2024-04-18 04:00:00,1081.47,3.91,27.08,95.84,12.87,46.21,62.4,17.23,30.0,14.1,38.0,0.4,,0.0,0.0,,1008.3,,3.0
2024-04-18 05:00:00,947.95,2.82,21.42,141.62,14.9,43.38,58.55,16.47,32.0,12.3,30.0,0.5,,0.0,0.0,,1008.6,,3.0
2024-04-18 06:00:00,867.84,1.63,15.42,197.41,17.4,50.1,64.54,17.23,32.0,12.8,31.0,9.8,,270.0,7.6,,1008.4,,3.0
2024-04-18 07:00:00,540.73,0.89,7.63,171.66,16.93,31.51,39.97,8.49,32.0,14.2,34.0,0.3,,260.0,11.2,,1008.2,,2.0
2024-04-18 08:00:00,473.98,0.81,6.85,158.79,15.5,25.98,33.57,6.46,32.0,14.2,34.0,0.0,,270.0,7.6,,1007.6,,2.0
2024-04-18 09:00:00,480.65,0.75,7.28,160.22,14.66,26.2,34.15,6.65,32.5,14.6,34.0,0.0,,270.0,11.2,,1006.2,,2.0
2024-04-18 10:00:00,494.0,0.71,8.14,157.36,15.02,26.12,34.21,6.9,31.0,15.0,38.0,0.0,,270.0,11.2,,1005.9,,1.0
2024-04-18 11:00:00,494.0,0.59,8.91,150.2,14.19,24.99,33.11,7.41,31.8,13.1,32.0,0.0,,360.0,7.4,,1005.4,,1.0
2024-04-18 12:00:00,487.33,0.4,9.94,140.19,12.28,23.33,31.44,7.98,30.0,15.7,42.0,0.0,,50.0,7.6,,1004.0,,2.0
2024-04-18 13:00:00,660.9,0.21,20.39,115.87,10.01,26.5,36.66,12.54,29.0,15.9,45.0,0.0,,50.0,7.6,,1004.9,,2.0
2024-04-18 14:00:00,801.09,0.01,24.68,90.84,9.66,31.74,45.45,19.25,28.0,15.0,45.0,0.0,,50.0,11.2,,1004.9,,2.0
2024-04-18 15:00:00,807.76,0.0,21.76,77.25,8.34,32.96,49.46,23.81,27.5,15.2,47.0,0.0,,50.0,3.6,,1004.6,,2.0
2024-04-18 16:00:00,741.0,0.0,17.48,72.24,6.62,30.85,47.75,26.6,26.2,15.3,51.0,0.0,,348.0,7.4,,1004.9,,2.0
2024-04-18 17:00:00,714.3,0.0,16.62,69.38,6.02,29.3,45.39,27.36,25.5,15.2,53.0,0.0,,339.0,9.3,,1005.1,,2.0
2024-04-18 18:00:00,674.25,0.0,16.45,67.23,5.42,26.28,40.42,25.59,26.0,14.5,49.0,0.0,,0.0,0.0,,1004.1,,2.0
2024-04-18 19:00:00,600.81,0.0,15.08,65.8,4.71,21.92,32.88,23.31,26.0,14.1,48.0,0.0,,130.0,3.6,,1005.3,,2.0
2024-04-18 20:00:00,567.44,0.0,13.19,64.37,4.53,20.59,30.07,22.8,25.0,15.0,54.0,0.0,,0.0,0.0,,1005.2,,2.0
2024-04-18 21:00:00,567.44,0.0,12.17,60.8,4.53,20.99,29.89,23.56,25.0,15.0,54.0,0.0,,0.0,0.0,,1003.0,,2.0
2024-04-18 22:00:00,600.81,0.0,12.68,56.51,4.95,22.6,31.3,24.32,25.0,15.9,57.0,0.0,,0.0,0.0,,1004.9,,2.0
2024-04-18 23:00:00,680.92,0.0,16.45,49.35,7.27,26.86,36.06,26.6,24.0,16.0,61.0,0.0,,0.0,0.0,,1004.7,,3.0
2024-04-19 00:00:00,881.2,0.0,25.36,37.91,12.4,36.96,47.99,31.66,24.0,15.8,60.0,0.0,,130.0,3.6,,1003.3,,3.0
2024-04-19 01:00:00,1054.76,0.01,32.56,32.9,16.93,49.19,61.39,33.94,24.0,16.0,61.0,0.0,,130.0,3.6,,1004.8,,3.0
2024-04-19 02:00:00,1281.74,1.98,41.47,26.46,19.79,61.69,76.35,33.94,24.0,16.0,61.0,0.0,,130.0,3.6,,1005.1,,3.0
2024-04-19 03:00:00,1455.31,8.83,42.5,33.97,20.74,69.43,86.18,32.17,26.0,15.4,52.0,0.0,,130.0,3.6,,1003.3,,3.0
2024-04-19 04:00:00,1214.98,6.31,33.24,67.95,18.84,66.28,81.69,28.63,28.0,16.0,48.0,0.0,,130.0,3.6,,1005.2,,3.0
2024-04-19 05:00:00,1255.04,3.46,28.45,118.73,18.6,81.0,97.64,33.94,30.0,16.1,43.0,0.0,,130.0,7.6,,1005.2,,3.0
2024-04-19 06:00:00,1028.06,1.33,16.79,170.23,15.02,72.73,91.51,31.16,31.5,14.6,36.0,0.0,,130.0,3.6,,1003.6,,2.0
2024-04-19 07:00:00,467.3,0.67,6.51,124.45,7.75,23.26,43.87,10.64,32.0,15.9,38.0,0.0,,130.0,11.2,,1004.7,,2.0
2024-04-19 08:00:00,393.87,0.73,7.03,121.59,9.3,16.56,37.79,6.27,28.2,15.1,45.0,0.0,,109.0,7.4,,1004.3,,2.0
2024-04-19 09:00:00,433.92,0.76,9.17,133.04,12.64,18.2,36.81,6.4,32.0,15.1,36.0,0.0,,230.0,22.3,,1001.3,,3.0
2024-04-19 10:00:00,500.68,0.77,10.71,138.76,14.07,22.41,38.03,7.54,32.0,15.1,36.0,0.5,,230.0,14.8,,1002.1,,18.0
2024-04-19 11:00:00,487.33,0.71,10.71,137.33,14.54,22.25,35.84,7.98,30.0,16.1,43.0,0.0,,230.0,7.6,,1001.9,,25.0
2024-04-19 12:00:00,473.98,0.53,10.8,130.18,13.11,21.8,33.43,9.12,30.0,15.7,42.0,0.0,,310.0,11.2,,1000.1,,25.0
2024-04-19 13:00:00,534.06,0.26,15.42,114.44,14.9,24.11,34.84,12.54,29.0,15.2,43.0,0.0,,310.0,7.6,,1002.2,,25.0
2024-04-19 14:00:00,614.17,0.01,19.71,103.0,19.79,27.25,38.72,14.82,27.0,16.0,51.0,0.0,,310.0,7.6,,1002.8,,18.0
2024-04-19 15:00:00,654.22,0.0,19.54,94.41,17.17,28.21,39.05,16.09,25.5,15.8,55.0,0.0,,310.0,7.6,,1002.9,,2.0
2024-04-19 16:00:00,667.57,0.0,18.34,83.68,13.11,27.34,37.62,17.99,25.0,15.9,57.0,0.0,,0.0,0.0,,1003.2,,18.0
2024-04-19 17:00:00,694.27,0.0,19.36,77.25,11.68,29.35,40.87,19.0,24.0,16.0,61.0,0.0,,310.0,7.6,,1004.2,,25.0
2024-04-19 18:00:00,620.84,0.0,16.62,80.11,8.23,25.9,36.54,14.57,23.5,15.3,60.0,0.0,,310.0,7.6,,1005.6,,25.0
2024-04-19 19:00:00,500.68,0.0,12.0,92.98,4.89,18.82,26.18,8.61,23.0,16.1,65.0,0.0,,310.0,3.6,,1005.1,,2.0
2024-04-19 20:00:00,420.57,0.0,7.8,104.43,3.61,15.99,21.93,8.23,23.0,16.1,65.0,0.0,,0.0,0.0,,1005.0,,2.0
2024-04-19 21:00:00,407.22,0.0,6.17,104.43,3.28,16.04,21.36,10.89,22.0,15.4,66.0,0.0,,310.0,3.6,,1005.0,,2.0
2024-04-19 22:00:00,433.92,0.0,7.2,91.55,3.73,17.26,22.25,12.92,21.0,15.1,69.0,0.0,,310.0,3.6,,1005.5,,2.0
2024-04-19 23:00:00,487.33,0.0,9.42,72.24,4.47,19.18,24.27,13.68,21.0,15.1,69.0,0.0,,0.0,0.0,,1005.4,,2.0
2024-04-20 00:00:00,540.73,0.0,12.51,55.79,4.83,20.64,26.05,13.93,20.5,15.5,73.0,0.0,,310.0,7.6,,1005.5,,2.0
2024-04-20 01:00:00,594.14,0.01,15.77,45.78,5.36,21.0,26.98,15.07,21.0,16.0,73.0,0.0,,0.0,0.0,,1005.7,,2.0
2024-04-20 02:00:00,734.33,1.63,20.73,40.77,7.15,23.91,32.29,18.75,21.0,16.0,73.0,0.0,,0.0,0.0,,1006.2,,2.0
2024-04-20 03:00:00,827.79,5.25,21.76,51.5,9.3,25.51,35.47,21.28,22.0,15.4,66.0,0.0,,50.0,7.6,,1006.4,,2.0
2024-04-20 04:00:00,707.63,3.97,16.62,82.97,10.85,22.64,31.77,18.49,25.0,14.2,51.0,0.0,,50.0,7.6,,1007.2,,2.0
2024-04-20 05:00:00,700.95,2.6,14.57,128.75,13.47,28.99,39.39,17.23,25.9,15.3,52.0,0.0,,300.0,7.4,,1007.5,,2.0
2024-04-20 06:00:00,774.38,1.72,13.88,194.55,20.03,47.68,60.64,17.23,29.0,14.0,40.0,0.0,,0.0,0.0,,1007.5,,2.0
2024-04-20 07:00:00,554.08,0.92,7.8,188.83,22.89,35.13,45.12,8.49,30.0,14.9,40.0,0.0,,0.0,0.0,,1007.1,,2.0
2024-04-20 08:00:00,480.65,0.68,6.08,174.52,16.93,28.21,35.29,5.83,31.0,15.0,38.0,0.0,,310.0,7.6,,1006.4,,2.0
2024-04-20 09:00:00,453.95,0.61,6.25,165.94,14.54,24.66,30.82,5.19,32.0,12.8,31.0,0.0,,310.0,7.6,,1004.9,,2.0
2024-04-20 10:00:00,423.91,0.57,6.43,157.36,14.42,21.5,27.12,4.94,33.0,13.1,30.0,0.0,,310.0,7.6,,1005.6,,1.0
2024-04-20 11:00:00,413.89,0.57,7.2,154.5,16.69,20.97,26.44,5.26,33.0,13.1,30.0,0.4,,310.0,7.6,,1004.8,,1.0
2024-04-20 12:00:00,417.23,0.47,8.74,150.2,16.69,20.54,26.03,6.02,32.0,11.7,29.0,0.0,,270.0,7.6,,1003.2,,1.0
2024-04-20 13:00:00,720.98,0.49,25.7,113.01,12.87,25.51,34.63,11.65,31.0,12.9,33.0,0.0,,310.0,7.6,,1004.4,,1.0
2024-04-20 14:00:00,1081.47,0.02,39.76,72.96,10.97,34.99,50.58,19.0,30.0,12.9,35.0,0.0,,0.0,0.0,,1004.7,,1.0
2024-04-20 15:00:00,1268.39,0.0,45.93,50.78,10.85,43.95,65.86,24.83,29.0,13.3,38.0,0.0,,0.0,0.0,,1004.5,,1.0
2024-04-20 16:00:00,1401.9,0.0,49.35,37.19,10.01,52.39,79.17,29.64,28.0,13.9,42.0,0.0,,0.0,0.0,,1004.8,,1.0
2024-04-20 17:00:00,1522.06,0.04,50.72,26.46,8.7,59.81,90.19,32.93,27.0,15.1,48.0,0.0,,270.0,3.6,,1005.4,,1.0
2024-04-20 18:00:00,1535.42,0.14,50.72,19.67,7.09,61.44,92.94,32.17,26.5,13.9,46.0,0.0,,270.0,3.6,,1006.1,,1.0
2024-04-20 19:00:00,1388.55,0.1,45.93,19.85,5.25,55.25,83.26,25.59,26.0,14.1,48.0,0.0,,0.0,0.0,,1005.9,,1.0
2024-04-20 20:00:00,1174.93,0.01,35.64,27.18,4.05,48.29,71.2,20.01,25.0,15.0,54.0,0.0,,0.0,0.0,,1005.9,,1.0
2024-04-20 21:00:00,1001.36,0.0,26.05,32.54,3.46,44.81,64.03,16.47,24.0,15.8,60.0,0.0,,0.0,0.0,,1006.0,,1.0
2024-04-20 22:00:00,947.95,0.01,22.28,27.89,3.16,45.55,63.42,13.81,24.0,15.0,57.0,0.0,,0.0,0.0,,1005.9,,1.0
2024-04-20 23:00:00,988.01,0.07,22.28,18.24,3.28,49.01,67.86,11.78,23.0,15.1,61.0,0.0,,0.0,0.0,,1005.9,,1.0
2024-04-21 00:00:00,1041.41,0.38,23.99,10.55,3.78,52.82,73.14,12.54,22.0,13.4,58.0,0.0,,0.0,0.0,,1006.1,,1.0
2024-04-21 01:00:00,1161.58,2.15,26.73,3.84,4.65,57.08,79.83,15.33,22.0,13.1,57.0,0.0,,0.0,0.0,,1006.3,,1.0
2024-04-21 02:00:00,1615.52,16.32,28.1,5.32,6.85,71.07,99.73,19.25,23.0,14.0,57.0,0.0,,0.0,0.0,,1006.6,,1.0
2024-04-21 03:00:00,2243.04,30.85,40.78,17.52,9.54,90.11,123.53,23.31,24.0,13.8,53.0,0.0,,0.0,0.0,,1006.9,,1.0
2024-04-21 04:00:00,1762.39,10.95,44.55,85.12,14.07,79.54,102.93,20.27,28.0,13.1,40.0,0.0,,315.0,3.6,,1007.4,,1.0
2024-04-21 05:00:00,1655.58,4.97,35.99,173.09,15.74,98.53,122.85,20.52,29.0,12.8,37.0,0.0,,315.0,3.6,,1007.5,,1.0
2024-04-21 06:00:00,1508.71,1.75,20.39,271.8,15.5,120.16,146.75,21.53,30.0,13.3,36.0,0.0,,310.0,3.6,,1007.0,,1.0
2024-04-21 07:00:00,560.76,0.67,5.91,185.97,17.4,32.86,40.19,7.85,32.0,12.3,30.0,0.0,,270.0,7.6,,1007.0,,1.0
2024-04-21 08:00:00,433.92,0.65,5.4,158.79,15.97,20.84,24.91,4.88,32.5,12.7,30.0,0.0,,273.0,7.4,,1006.4,,1.0
2024-04-21 09:00:00,423.91,0.68,6.43,154.5,16.93,19.36,22.9,4.69,33.0,11.0,26.0,0.0,,310.0,11.2,,1004.8,,1.0
2024-04-21 10:00:00,540.73,1.16,12.68,147.34,16.45,20.53,24.9,6.46,34.0,11.2,25.0,0.0,,270.0,7.6,,1005.3,,1.0
2024-04-21 11:00:00,761.03,1.82,23.65,127.32,14.66,22.91,28.97,9.25,34.0,11.2,25.0,0.0,,315.0,7.6,,1004.7,,1.0
2024-04-21 12:00:00,1001.36,2.04,37.01,98.71,12.87,24.04,31.5,11.27,33.0,11.0,26.0,0.0,,270.0,7.6,,1003.4,,1.0
2024-04-21 13:00:00,1575.47,2.21,67.86,50.07,13.35,34.48,47.2,17.48,32.0,12.3,30.0,0.0,,230.0,7.6,,1004.4,,1.0
2024-04-21 14:00:00,2162.93,4.02,89.11,6.88,15.14,54.53,77.34,26.85,31.0,12.9,33.0,0.0,,230.0,11.2,,1004.7,,1.0
2024-04-21 15:00:00,2162.93,9.5,73.34,0.72,14.54,67.55,99.58,33.44,30.0,13.3,36.0,0.0,,270.0,11.2,,1005.2,,1.0
2024-04-21 16:00:00,1815.8,5.48,61.01,2.15,11.56,69.73,105.84,37.49,28.2,12.9,39.0,0.0,,281.0,7.4,,1005.1,,2.0
2024-04-21 17:00:00,1628.88,3.49,52.09,3.4,10.01,70.45,109.27,40.02,29.0,15.2,43.0,0.0,,270.0,7.6,,1005.5,,1.0
2024-04-21 18:00:00,1535.42,3.8,45.93,2.82,9.42,67.75,108.38,43.57,27.5,15.2,47.0,0.0,,0.0,0.0,,1006.3,,1.0
2024-04-21 19:00:00,1455.31,3.91,41.81,2.06,8.58,63.11,103.71,46.61,27.0,14.1,45.0,0.0,,0.0,0.0,,1005.9,,1.0
2024-04-21 20:00:00,1415.25,3.32,38.04,2.08,8.34,64.27,105.8,52.18,26.0,15.1,51.0,0.0,,0.0,0.0,,1005.9,,1.0
2024-04-21 21:00:00,1388.55,2.26,34.62,2.59,8.23,69.21,110.27,55.73,25.0,15.0,54.0,0.0,,0.0,0.0,,1005.7,,1.0
2024-04-21 22:00:00,1415.25,2.35,32.56,2.03,7.45,76.02,117.07,51.68,24.0,15.0,57.0,0.0,,0.0,0.0,,1006.1,,1.0
2024-04-21 23:00:00,1548.77,3.91,32.56,0.74,6.56,86.25,128.7,42.05,24.0,15.0,57.0,0.0,,0.0,0.0,,1006.1,,1.0
2024-04-22 00:00:00,1735.69,6.26,33.59,0.25,6.08,97.83,139.83,31.92,24.0,15.8,60.0,0.0,,0.0,0.0,,1005.3,,1.0
2024-04-22 01:00:00,1895.9,10.51,33.59,0.16,6.2,103.23,142.0,27.11,24.0,15.0,57.0,0.0,,270.0,7.6,,1006.5,,1.0
2024-04-22 02:00:00,2429.96,27.72,35.3,3.67,9.3,116.96,158.1,33.44,24.0,14.1,54.0,0.0,,310.0,7.6,,1006.8,,1.0
2024-04-22 03:00:00,3204.35,46.49,52.09,13.95,12.99,137.9,184.21,38.0,26.0,12.1,42.0,0.0,,310.0,7.6,,1008.0,,1.0
2024-04-22 04:00:00,2777.1,22.35,72.66,65.09,17.17,121.51,158.14,31.66,27.2,14.9,47.0,0.0,,307.0,1.8,,1007.1,,1.0
2024-04-22 05:00:00,2830.51,11.85,78.14,158.79,22.89,148.5,185.14,29.64,29.2,14.2,40.0,0.0,,307.0,3.7,,1007.4,,1.0
2024-04-22 06:00:00,2723.69,4.64,58.95,311.85,29.33,196.28,231.56,26.85,32.0,11.7,29.0,0.0,,0.0,0.0,,1008.3,,1.0
2024-04-22 07:00:00,854.49,1.16,13.54,226.02,30.99,54.27,64.25,9.75,32.1,13.3,32.0,0.0,,297.0,5.5,,1007.2,,1.0
2024-04-22 08:00:00,574.11,0.72,9.51,188.83,21.22,29.76,36.49,6.4,32.9,12.5,29.0,0.0,,288.0,7.4,,1006.8,,1.0
2024-04-22 09:00:00,534.06,0.55,10.62,171.66,20.03,24.04,30.42,5.95,33.0,12.1,28.0,0.0,,230.0,7.6,,1006.1,,1.0
2024-04-22 10:00:00,580.79,0.61,15.77,153.06,21.93,22.08,28.69,6.78,33.0,12.1,28.0,0.0,,230.0,11.2,,1006.3,,2.0
2024-04-22 11:00:00,747.68,0.89,26.39,137.33,24.56,25.21,32.87,8.87,34.0,11.8,26.0,0.0,,230.0,3.6,,1005.7,,2.0
2024-04-22 12:00:00,907.9,0.81,38.04,125.89,26.46,28.98,37.48,10.51,32.5,11.1,27.0,0.0,,230.0,3.6,,1004.7,,2.0
2024-04-22 13:00:00,1682.28,1.15,81.57,70.1,25.51,46.21,62.77,19.0,32.0,12.3,30.0,0.0,,230.0,3.6,,1005.5,,2.0
2024-04-22 14:00:00,2536.77,2.32,116.53,12.87,26.23,73.58,104.52,30.91,31.0,12.9,33.0,0.0,,310.0,3.6,,1005.9,,2.0
2024-04-22 15:00:00,2910.61,12.18,109.67,0.58,27.89,96.26,140.03,39.52,29.5,12.9,36.0,0.0,,0.0,0.0,,1005.3,,2.0
2024-04-22 16:00:00,3204.35,23.02,98.71,0.02,27.18,117.69,171.3,46.1,29.0,12.0,35.0,0.0,,360.0,11.2,,1006.4,,2.0
2024-04-22 17:00:00,3364.56,29.5,89.11,0.0,23.37,135.03,199.35,51.68,27.0,14.1,45.0,0.0,,50.0,7.6,,1006.8,,1.0
2024-04-22 18:00:00,3150.94,29.06,78.14,0.0,17.88,133.2,205.0,53.7,26.0,12.1,42.0,0.0,,360.0,7.6,,1007.6,,1.0
2024-04-22 19:00:00,2616.88,22.58,65.8,0.01,12.52,112.48,179.63,49.14,24.0,12.9,50.0,0.0,,270.0,7.6,,1007.0,,1.0
2024-04-22 20:00:00,1949.31,9.72,51.41,0.45,8.82,91.71,149.79,46.1,25.3,14.4,51.0,0.0,,310.0,1.8,,1006.9,,1.0
2024-04-22 21:00:00,1455.31,1.15,35.64,7.15,6.44,79.52,130.71,52.18,23.5,13.1,52.0,0.0,,0.0,0.0,,1006.9,,1.0
2024-04-22 22:00:00,1228.33,0.06,24.33,17.88,4.89,73.49,115.18,54.21,24.0,12.9,50.0,0.0,,0.0,0.0,,1006.5,,2.0
2024-04-22 23:00:00,1281.74,0.13,25.7,14.48,4.47,78.86,115.9,48.64,23.3,12.9,52.0,0.0,,339.0,3.7,,1006.2,,2.0
2024-04-23 00:00:00,1441.96,0.5,30.85,8.58,4.71,89.9,124.21,43.06,22.0,13.4,58.0,0.0,,230.0,14.8,,1007.8,,2.0
2024-04-23 01:00:00,1642.23,2.21,36.33,3.49,5.25,100.64,133.17,40.53,20.0,15.0,73.0,0.0,,230.0,3.6,,1006.3,,2.0
2024-04-23 02:00:00,2109.53,14.53,39.41,8.23,7.99,119.38,155.34,41.54,23.7,13.0,51.0,0.0,,327.0,3.7,,1006.6,,2.0
2024-04-23 03:00:00,2696.99,24.81,56.89,28.61,11.92,140.2,180.57,41.04,22.5,15.8,66.0,0.0,,180.0,7.6,,1007.2,,2.0
2024-04-23 04:00:00,2216.34,11.73,60.32,100.14,17.4,116.11,147.34,29.89,26.1,13.6,46.0,0.0,,316.0,5.5,,1007.8,,3.0
2024-04-23 05:00:00,2296.45,6.82,57.58,194.55,21.22,143.8,177.6,28.63,23.0,16.1,65.0,0.0,,0.0,0.0,,1007.8,,2.0
2024-04-23 06:00:00,2429.96,3.07,42.84,331.88,23.37,193.76,232.62,28.37,25.0,16.2,58.0,0.0,,270.0,3.6,,1008.3,,2.0
2024-04-23 07:00:00,854.49,0.87,11.31,234.6,24.32,57.87,70.28,11.27,26.0,15.1,51.0,0.0,,0.0,0.0,,1007.3,,2.0
2024-04-23 08:00:00,574.11,0.55,8.4,185.97,20.03,31.63,38.59,7.22,29.0,15.9,45.0,0.3,,0.0,0.0,,1006.8,,2.0
2024-04-23 09:00:00,534.06,0.34,9.0,170.23,20.03,25.53,31.12,6.65,30.0,13.3,36.0,0.0,,0.0,0.0,,1007.3,,2.0
2024-04-23 10:00:00,507.35,0.18,9.42,158.79,20.27,21.26,26.05,6.33,31.0,12.9,33.0,0.0,,0.0,0.0,,1006.1,,3.0
2024-04-23 11:00:00,520.71,0.16,10.97,150.2,20.74,19.04,23.39,6.4,30.0,12.9,35.0,0.0,,0.0,0.0,,1005.4,,2.0
2024-04-23 12:00:00,554.08,0.12,13.71,143.05,21.22,17.24,21.29,6.59,31.0,13.8,35.0,0.3,,0.0,0.0,,1005.2,,2.0
2024-04-23 13:00:00,1401.9,0.64,63.06,73.67,20.03,33.45,45.72,16.72,31.0,14.2,36.0,0.0,,0.0,0.0,,1004.8,,2.0
2024-04-23 14:00:00,2403.26,9.95,95.96,4.74,19.07,64.82,94.02,32.42,29.0,15.9,45.0,0.0,,0.0,0.0,,1005.0,,2.0
2024-04-23 15:00:00,2883.91,27.94,83.63,0.01,18.84,94.27,142.83,46.61,27.5,15.2,47.0,0.0,,0.0,0.0,,1006.0,,2.0
2024-04-23 16:00:00,2803.8,26.82,71.97,0.01,17.88,110.52,172.12,59.28,26.8,14.5,47.0,0.0,,310.0,5.5,,1005.7,,2.0
2024-04-23 17:00:00,2483.37,22.13,56.89,0.02,15.5,110.43,177.59,65.86,25.9,14.4,49.0,0.0,,320.0,3.7,,1006.0,,1.0
2024-04-23 18:00:00,2136.23,18.33,44.55,0.06,12.28,98.45,163.74,66.88,24.5,15.4,57.0,0.0,,0.0,0.0,,1007.5,,1.0
2024-04-23 19:00:00,1789.09,13.52,38.73,0.14,8.7,79.98,136.88,60.29,24.6,14.1,52.0,0.0,,324.0,1.8,,1006.0,,1.0
2024-04-23 20:00:00,1495.36,6.48,34.96,0.88,6.56,69.42,117.03,52.18,24.2,14.3,54.0,0.0,,316.0,1.8,,1005.8,,1.0
2024-04-23 21:00:00,1348.5,1.79,31.19,3.98,5.48,67.7,107.87,43.06,23.5,15.3,60.0,0.0,,0.0,0.0,,1005.8,,1.0
